IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
54.187.13.5,443,443,true,PDX,North America,US,Portland,401,8.25
44.244.42.147,443,443,true,PDX,North America,US,Portland,284,8.25
3.128.179.76,443,443,true,IAD,North America,US,Ashburn,369,8.25
44.244.227.48,443,443,true,SEA,North America,US,Seattle,333,8.25
34.217.137.58,443,443,true,PDX,North America,US,Portland,316,8.24
54.202.228.9,443,443,true,SEA,North America,US,Seattle,333,8.24
3.129.208.208,443,443,true,IAD,North America,US,Ashburn,244,8.24
34.215.169.157,443,443,true,PDX,North America,US,Portland,379,8.24
34.220.254.58,443,443,true,PDX,North America,US,Portland,376,8.24
54.187.0.24,443,443,true,PDX,North America,US,Portland,213,8.23
54.203.137.68,443,443,true,PDX,North America,US,Portland,347,8.23
3.129.73.234,443,443,true,CMH,North America,US,Columbus,346,8.23
34.220.40.200,443,443,true,PDX,North America,US,Portland,388,8.23
16.16.167.194,443,443,true,CPH,Europe,DK,Copenhagen,400,8.23
3.250.172.73,443,443,true,DUB,Europe,IE,Dublin,313,8.23
3.14.70.217,443,443,true,IAD,North America,US,Ashburn,307,8.23
44.244.69.112,443,443,true,PDX,North America,US,Portland,408,8.23
44.245.96.206,443,443,true,PDX,North America,US,Portland,316,8.23
44.245.20.152,443,443,true,SEA,North America,US,Seattle,281,8.23
44.245.16.119,443,443,true,SEA,North America,US,Seattle,301,8.23
54.203.137.68,443,443,true,PDX,North America,US,Portland,253,8.22
34.209.26.3,443,443,true,PDX,North America,US,Portland,224,8.22
52.34.235.10,443,443,true,SEA,North America,US,Seattle,250,8.22
54.184.139.252,443,443,true,PDX,North America,US,Portland,385,8.21
3.147.73.220,443,443,true,ORD,North America,US,Chicago,275,8.21
54.188.146.31,443,443,true,PDX,North America,US,Portland,217,8.21
18.246.38.51,443,443,true,PDX,North America,US,Portland,232,8.21
34.219.142.29,443,443,true,PDX,North America,US,Portland,217,8.21
3.142.94.159,443,443,true,IAD,North America,US,Ashburn,344,8.21
18.217.249.13,443,443,true,IAD,North America,US,Ashburn,307,8.21
3.134.247.63,443,443,true,IAD,North America,US,Ashburn,325,8.20
52.39.11.209,443,443,true,SEA,North America,US,Seattle,351,8.20
3.144.242.119,443,443,true,CMH,North America,US,Columbus,355,8.19
54.244.130.85,443,443,true,PDX,North America,US,Portland,267,8.19
34.222.77.176,443,443,true,PDX,North America,US,Portland,287,8.19
67.226.221.50,443,443,true,SJC,North America,US,San Jose,434,8.19
18.216.155.166,8443,443,true,ORD,North America,US,Chicago,370,8.19
67.226.221.69,443,443,true,SJC,North America,US,San Jose,552,8.19
3.140.217.156,8443,443,true,IAD,North America,US,Ashburn,316,8.19
18.118.50.106,443,443,true,IAD,North America,US,Ashburn,306,8.19
34.219.88.23,443,443,true,PDX,North America,US,Portland,343,8.19
44.245.99.110,443,443,true,PDX,North America,US,Portland,377,8.19
52.15.78.154,443,443,true,IAD,North America,US,Ashburn,413,8.19
34.211.49.221,443,443,true,PDX,North America,US,Portland,267,8.18
34.218.248.74,443,443,true,PDX,North America,US,Portland,248,8.18
18.144.44.213,80,443,true,SJC,North America,US,San Jose,357,8.18
16.16.107.238,443,443,true,CPH,Europe,DK,Copenhagen,260,8.18
16.16.144.62,443,443,true,CPH,Europe,DK,Copenhagen,380,8.18
52.12.192.198,443,443,true,PDX,North America,US,Portland,296,8.18
44.244.47.62,443,443,true,SEA,North America,US,Seattle,271,8.18
3.131.85.242,443,443,true,IAD,North America,US,Ashburn,333,8.17
44.243.234.154,443,443,true,PDX,North America,US,Portland,296,8.17
35.90.137.142,443,443,true,PDX,North America,US,Portland,334,8.17
52.14.85.156,443,443,true,IAD,North America,US,Ashburn,390,8.16
35.88.234.192,443,443,true,PDX,North America,US,Portland,373,8.16
34.209.25.208,443,443,true,PDX,North America,US,Portland,344,8.16
3.134.86.115,443,443,true,IAD,North America,US,Ashburn,304,8.16
54.218.229.12,443,443,true,PDX,North America,US,Portland,284,8.16
35.89.51.181,443,443,true,PDX,North America,US,Portland,263,8.16
44.244.198.16,443,443,true,PDX,North America,US,Portland,322,8.15
3.14.82.19,443,443,true,IAD,North America,US,Ashburn,511,8.15
34.221.89.5,443,443,true,PDX,North America,US,Portland,378,8.15
44.244.163.131,443,443,true,PDX,North America,US,Portland,314,8.15
16.16.203.216,443,443,true,CPH,Europe,DK,Copenhagen,348,8.15
44.243.73.111,443,443,true,PDX,North America,US,Portland,360,8.15
44.244.66.197,443,443,true,PDX,North America,US,Portland,348,8.15
18.191.204.54,443,443,true,IAD,North America,US,Ashburn,297,8.15
18.216.28.90,443,443,true,IAD,North America,US,Ashburn,381,8.14
98.82.153.6,2096,443,true,IAD,North America,US,Ashburn,261,8.14
18.116.41.103,443,443,true,IAD,North America,US,Ashburn,427,8.14
3.16.114.46,443,443,true,IAD,North America,US,Ashburn,321,8.13
3.22.187.200,443,443,true,IAD,North America,US,Ashburn,399,8.13
54.70.22.126,443,443,true,SEA,North America,US,Seattle,393,8.13
67.226.221.185,80,443,true,SJC,North America,US,San Jose,451,8.13
15.237.16.58,443,443,true,CDG,Europe,FR,Paris,280,8.13
3.131.90.151,443,443,true,IAD,North America,US,Ashburn,413,8.12
44.227.78.80,443,443,true,SEA,North America,US,Seattle,315,8.12
54.202.110.218,443,443,true,SEA,North America,US,Seattle,261,8.12
35.86.85.172,443,443,true,PDX,North America,US,Portland,279,8.12
16.16.254.208,443,443,true,CPH,Europe,DK,Copenhagen,425,8.12
3.141.223.191,8443,443,true,ORD,North America,US,Chicago,245,8.12
34.210.204.142,443,443,true,PDX,North America,US,Portland,307,8.12
67.226.221.100,80,443,true,SJC,North America,US,San Jose,210,8.11
52.35.135.176,443,443,true,PDX,North America,US,Portland,218,8.11
54.213.101.58,443,443,true,SEA,North America,US,Seattle,403,8.11
44.244.78.222,443,443,true,SEA,North America,US,Seattle,292,8.11
184.169.222.179,80,443,true,SJC,North America,US,San Jose,310,8.11
18.221.141.55,443,443,true,IAD,North America,US,Ashburn,235,8.11
3.145.195.187,8443,443,true,IAD,North America,US,Ashburn,312,8.11
34.221.63.253,443,443,true,PDX,North America,US,Portland,344,8.11
34.209.25.41,443,443,true,PDX,North America,US,Portland,318,8.11
44.243.230.31,443,443,true,PDX,North America,US,Portland,393,8.11
3.149.254.165,443,443,true,CMH,North America,US,Columbus,236,8.11
54.187.240.210,443,443,true,SEA,North America,US,Seattle,324,8.11
16.16.70.227,443,443,true,CPH,Europe,DK,Copenhagen,380,8.10
34.221.67.92,443,443,true,PDX,North America,US,Portland,231,8.10
67.226.221.115,443,443,true,SJC,North America,US,San Jose,421,8.10
54.191.243.99,443,443,true,PDX,North America,US,Portland,259,8.09
18.184.191.127,443,443,true,FRA,Europe,DE,Frankfurt,341,8.09
44.244.229.210,443,443,true,PDX,North America,US,Portland,370,8.09
18.222.149.222,443,443,true,IAD,North America,US,Ashburn,380,8.09
35.89.59.189,443,443,true,PDX,North America,US,Portland,315,8.09
18.191.181.251,443,443,true,CMH,North America,US,Columbus,332,8.09
3.129.59.227,443,443,true,IAD,North America,US,Ashburn,390,8.09
34.220.49.211,443,443,true,PDX,North America,US,Portland,346,8.08
35.91.137.254,443,443,true,PDX,North America,US,Portland,278,8.08
35.90.229.184,443,443,true,PDX,North America,US,Portland,351,8.08
3.250.14.208,443,443,true,DUB,Europe,IE,Dublin,325,8.08
35.160.50.210,443,443,true,PDX,North America,US,Portland,361,8.08
44.212.45.35,443,443,true,IAD,North America,US,Ashburn,293,8.07
3.139.94.222,443,443,true,IAD,North America,US,Ashburn,236,8.07
3.22.233.121,443,443,true,IAD,North America,US,Ashburn,272,8.07
44.244.78.222,443,443,true,SEA,North America,US,Seattle,242,8.07
44.243.183.101,443,443,true,SEA,North America,US,Seattle,291,8.07
3.133.91.138,443,443,true,IAD,North America,US,Ashburn,329,8.07
54.214.124.29,443,443,true,SEA,North America,US,Seattle,300,8.07
3.22.222.177,443,443,true,IAD,North America,US,Ashburn,373,8.07
54.245.172.21,443,443,true,PDX,North America,US,Portland,290,8.07
3.142.73.78,443,443,true,IAD,North America,US,Ashburn,367,8.06
18.217.217.247,443,443,true,IAD,North America,US,Ashburn,310,8.06
3.144.72.127,443,443,true,IAD,North America,US,Ashburn,354,8.06
3.129.208.208,443,443,true,IAD,North America,US,Ashburn,396,8.06
52.41.44.162,443,443,true,PDX,North America,US,Portland,316,8.05
18.192.62.218,443,443,true,FRA,Europe,DE,Frankfurt,288,8.05
18.223.97.20,8443,443,true,ORD,North America,US,Chicago,262,8.05
44.243.231.146,443,443,true,SEA,North America,US,Seattle,318,8.05
35.93.61.171,443,443,true,PDX,North America,US,Portland,355,8.05
18.222.36.131,443,443,true,ORD,North America,US,Chicago,412,8.05
18.219.185.205,443,443,true,IAD,North America,US,Ashburn,392,8.04
3.19.67.156,443,443,true,IAD,North America,US,Ashburn,287,8.04
54.190.16.206,443,443,true,SEA,North America,US,Seattle,420,8.04
16.16.173.97,443,443,true,CPH,Europe,DK,Copenhagen,385,8.04
18.116.46.192,443,443,true,IAD,North America,US,Ashburn,267,8.04
54.187.240.31,443,443,true,SEA,North America,US,Seattle,407,8.04
44.244.97.227,443,443,true,SEA,North America,US,Seattle,318,8.04
34.219.147.65,443,443,true,PDX,North America,US,Portland,277,8.04
54.189.109.5,443,443,true,SEA,North America,US,Seattle,355,8.04
3.145.147.69,8443,443,true,IAD,North America,US,Ashburn,389,8.03
3.145.13.109,443,443,true,IAD,North America,US,Ashburn,302,8.03
67.226.221.189,80,443,true,SJC,North America,US,San Jose,201,8.03
18.197.154.123,443,443,true,FRA,Europe,DE,Frankfurt,304,8.03
18.218.225.149,443,443,true,IAD,North America,US,Ashburn,353,8.03
3.131.93.243,443,443,true,IAD,North America,US,Ashburn,311,8.02
52.13.60.159,443,443,true,PDX,North America,US,Portland,256,8.02
44.243.154.48,443,443,true,SEA,North America,US,Seattle,317,8.02
52.37.50.53,443,443,true,SEA,North America,US,Seattle,225,8.02
98.80.180.68,443,443,true,IAD,North America,US,Ashburn,353,8.02
35.88.91.123,443,443,true,PDX,North America,US,Portland,312,8.01
3.19.75.51,443,443,true,IAD,North America,US,Ashburn,222,8.01
54.187.220.117,443,443,true,SEA,North America,US,Seattle,390,8.01
3.16.152.76,443,443,true,IAD,North America,US,Ashburn,307,8.01
54.157.107.164,443,443,true,IAD,North America,US,Ashburn,320,8.01
3.136.160.206,443,443,true,IAD,North America,US,Ashburn,292,8.01
3.15.210.74,443,443,true,IAD,North America,US,Ashburn,352,8.01
18.116.61.110,443,443,true,IAD,North America,US,Ashburn,296,8.01
52.88.185.39,443,443,true,SEA,North America,US,Seattle,327,8.00
34.220.121.221,443,443,true,PDX,North America,US,Portland,438,8.00
18.118.165.180,443,443,true,CMH,North America,US,Columbus,394,8.00
34.209.138.81,443,443,true,PDX,North America,US,Portland,382,8.00
3.14.15.146,443,443,true,IAD,North America,US,Ashburn,345,8.00
16.16.96.211,443,443,true,CPH,Europe,DK,Copenhagen,313,8.00
3.134.118.4,443,443,true,IAD,North America,US,Ashburn,238,8.00
18.222.158.232,443,443,true,IAD,North America,US,Ashburn,333,8.00
34.221.143.156,443,443,true,PDX,North America,US,Portland,217,7.99
52.12.108.255,443,443,true,PDX,North America,US,Portland,276,7.99
52.14.224.245,443,443,true,IAD,North America,US,Ashburn,321,7.99
3.140.191.3,443,443,true,IAD,North America,US,Ashburn,238,7.99
3.17.130.61,443,443,true,IAD,North America,US,Ashburn,331,7.99
35.93.56.131,443,443,true,PDX,North America,US,Portland,244,7.99
18.191.224.86,443,443,true,IAD,North America,US,Ashburn,364,7.99
3.120.186.13,443,443,true,FRA,Europe,DE,Frankfurt,308,7.98
3.144.213.189,443,443,true,IAD,North America,US,Ashburn,236,7.98
35.88.92.150,443,443,true,PDX,North America,US,Portland,231,7.98
3.131.36.107,443,443,true,IAD,North America,US,Ashburn,303,7.98
34.214.233.126,8443,443,true,PDX,North America,US,Portland,288,7.98
3.16.46.184,443,443,true,IAD,North America,US,Ashburn,239,7.97
3.22.222.157,443,443,true,IAD,North America,US,Ashburn,336,7.97
54.187.240.210,443,443,true,SEA,North America,US,Seattle,377,7.97
3.23.99.145,443,443,true,IAD,North America,US,Ashburn,267,7.97
34.221.143.21,443,443,true,PDX,North America,US,Portland,250,7.96
54.212.227.43,443,443,true,SEA,North America,US,Seattle,249,7.96
54.245.201.107,443,443,true,PDX,North America,US,Portland,354,7.96
52.10.230.80,443,443,true,PDX,North America,US,Portland,322,7.96
63.176.97.75,443,443,true,FRA,Europe,DE,Frankfurt,268,7.96
3.249.249.110,443,443,true,DUB,Europe,IE,Dublin,228,7.95
18.223.152.33,443,443,true,IAD,North America,US,Ashburn,320,7.95
3.141.97.108,443,443,true,IAD,North America,US,Ashburn,265,7.95
16.16.203.53,443,443,true,CPH,Europe,DK,Copenhagen,410,7.95
44.244.235.243,443,443,true,SEA,North America,US,Seattle,291,7.95
16.16.75.11,443,443,true,CPH,Europe,DK,Copenhagen,357,7.95
35.88.251.109,443,443,true,PDX,North America,US,Portland,276,7.94
3.22.99.178,443,443,true,IAD,North America,US,Ashburn,343,7.94
99.79.192.184,443,443,true,YUL,North America,CA,Montréal,349,7.94
16.16.122.57,443,443,true,CPH,Europe,DK,Copenhagen,255,7.93
16.16.156.198,443,443,true,CPH,Europe,DK,Copenhagen,225,7.93
3.22.234.159,443,443,true,IAD,North America,US,Ashburn,380,7.93
3.127.251.229,2053,443,true,FRA,Europe,DE,Frankfurt,191,7.93
3.145.147.69,8443,443,true,IAD,North America,US,Ashburn,408,7.93
18.226.177.251,443,443,true,CMH,North America,US,Columbus,318,7.93
35.88.218.98,443,443,true,PDX,North America,US,Portland,408,7.93
3.142.73.78,443,443,true,IAD,North America,US,Ashburn,399,7.92
3.250.140.137,443,443,true,DUB,Europe,IE,Dublin,270,7.92
3.22.208.224,443,443,true,IAD,North America,US,Ashburn,404,7.92
3.134.94.187,443,443,true,IAD,North America,US,Ashburn,376,7.92
54.203.201.146,443,443,true,SEA,North America,US,Seattle,306,7.92
35.167.93.200,80,443,true,SEA,North America,US,Seattle,217,7.92
16.16.80.117,443,443,true,CPH,Europe,DK,Copenhagen,325,7.92
18.219.30.206,443,443,true,IAD,North America,US,Ashburn,248,7.92
54.204.76.6,443,443,true,IAD,North America,US,Ashburn,264,7.91
35.91.45.185,443,443,true,PDX,North America,US,Portland,318,7.91
3.86.85.68,443,443,true,IAD,North America,US,Ashburn,260,7.91
44.202.158.121,443,443,true,IAD,North America,US,Ashburn,250,7.91
3.144.87.144,443,443,true,IAD,North America,US,Ashburn,295,7.91
16.16.162.6,443,443,true,CPH,Europe,DK,Copenhagen,524,7.91
52.33.80.53,443,443,true,SEA,North America,US,Seattle,255,7.91
54.159.2.159,443,443,true,IAD,North America,US,Ashburn,306,7.91
18.237.145.246,443,443,true,PDX,North America,US,Portland,241,7.91
3.128.186.255,443,443,true,IAD,North America,US,Ashburn,288,7.91
54.166.86.165,443,443,true,IAD,North America,US,Ashburn,433,7.91
16.16.205.45,443,443,true,CPH,Europe,DK,Copenhagen,416,7.91
18.221.201.1,443,443,true,IAD,North America,US,Ashburn,350,7.91
3.22.71.7,443,443,true,IAD,North America,US,Ashburn,319,7.90
67.226.223.213,80,443,true,LHR,Europe,GB,London,173,7.90
3.145.193.69,443,443,true,IAD,North America,US,Ashburn,322,7.90
18.116.44.181,8443,443,true,CMH,North America,US,Columbus,325,7.90
3.142.211.158,443,443,true,IAD,North America,US,Ashburn,284,7.90
3.15.140.193,443,443,true,CMH,North America,US,Columbus,336,7.90
35.89.87.69,443,443,true,PDX,North America,US,Portland,294,7.90
3.131.85.242,443,443,true,IAD,North America,US,Ashburn,306,7.90
3.21.39.92,443,443,true,IAD,North America,US,Ashburn,228,7.90
98.80.183.24,443,443,true,IAD,North America,US,Ashburn,345,7.89
35.89.219.219,443,443,true,PDX,North America,US,Portland,260,7.89
67.226.223.21,443,443,true,LHR,Europe,GB,London,463,7.89
3.67.134.180,443,443,true,FRA,Europe,DE,Frankfurt,337,7.89
3.23.111.181,443,443,true,IAD,North America,US,Ashburn,319,7.89
3.134.114.124,443,443,true,IAD,North America,US,Ashburn,277,7.89
44.200.155.1,443,443,true,IAD,North America,US,Ashburn,436,7.89
34.220.67.169,443,443,true,PDX,North America,US,Portland,269,7.89
67.226.221.251,80,443,true,SJC,North America,US,San Jose,422,7.88
18.221.174.93,443,443,true,IAD,North America,US,Ashburn,257,7.88
34.220.99.189,443,443,true,PDX,North America,US,Portland,280,7.88
34.220.133.65,443,443,true,PDX,North America,US,Portland,344,7.88
3.142.45.43,443,443,true,IAD,North America,US,Ashburn,254,7.88
3.22.235.118,443,443,true,IAD,North America,US,Ashburn,245,7.88
54.89.235.138,443,443,true,IAD,North America,US,Ashburn,311,7.88
18.191.52.166,443,443,true,IAD,North America,US,Ashburn,230,7.88
3.71.18.45,443,443,true,FRA,Europe,DE,Frankfurt,409,7.88
3.144.207.43,443,443,true,IAD,North America,US,Ashburn,283,7.87
35.92.81.47,443,443,true,PDX,North America,US,Portland,274,7.87
34.220.99.189,443,443,true,PDX,North America,US,Portland,348,7.87
3.145.144.158,443,443,true,IAD,North America,US,Ashburn,409,7.87
35.88.106.185,443,443,true,PDX,North America,US,Portland,296,7.87
3.137.147.216,443,443,true,IAD,North America,US,Ashburn,318,7.87
16.16.241.148,443,443,true,CPH,Europe,DK,Copenhagen,418,7.87
3.145.203.253,443,443,true,IAD,North America,US,Ashburn,450,7.87
3.144.180.4,443,443,true,IAD,North America,US,Ashburn,274,7.86
3.97.13.136,443,443,true,YUL,North America,CA,Montréal,272,7.86
3.135.246.93,443,443,true,CMH,North America,US,Columbus,531,7.86
3.142.213.37,443,443,true,IAD,North America,US,Ashburn,408,7.86
98.80.200.59,443,443,true,IAD,North America,US,Ashburn,341,7.86
3.138.188.144,443,443,true,IAD,North America,US,Ashburn,295,7.86
3.96.218.125,443,443,true,YUL,North America,CA,Montréal,398,7.86
3.143.240.6,443,443,true,IAD,North America,US,Ashburn,405,7.86
15.237.16.58,2053,443,true,CDG,Europe,FR,Paris,281,7.86
44.243.230.31,443,443,true,SEA,North America,US,Seattle,275,7.86
3.238.6.232,443,443,true,IAD,North America,US,Ashburn,343,7.86
52.14.129.120,443,443,true,IAD,North America,US,Ashburn,275,7.86
18.226.251.56,443,443,true,CMH,North America,US,Columbus,432,7.86
3.138.69.106,443,443,true,CMH,North America,US,Columbus,291,7.85
52.32.90.142,80,443,true,SEA,North America,US,Seattle,398,7.85
34.209.217.152,443,443,true,PDX,North America,US,Portland,339,7.85
3.128.190.156,443,443,true,IAD,North America,US,Ashburn,246,7.85
3.16.24.40,443,443,true,IAD,North America,US,Ashburn,313,7.85
44.244.169.245,443,443,true,PDX,North America,US,Portland,430,7.84
35.92.156.130,443,443,true,PDX,North America,US,Portland,233,7.84
3.140.217.156,8443,443,true,ORD,North America,US,Chicago,411,7.84
3.144.213.189,443,443,true,IAD,North America,US,Ashburn,234,7.84
44.244.43.48,443,443,true,PDX,North America,US,Portland,229,7.84
18.222.140.204,443,443,true,IAD,North America,US,Ashburn,315,7.84
44.244.216.34,443,443,true,PDX,North America,US,Portland,367,7.84
34.216.14.15,443,443,true,PDX,North America,US,Portland,264,7.84
54.93.185.160,443,443,true,FRA,Europe,DE,Frankfurt,409,7.84
52.15.167.128,443,443,true,IAD,North America,US,Ashburn,426,7.84
3.19.14.187,443,443,true,IAD,North America,US,Ashburn,294,7.83
18.218.17.110,443,443,true,IAD,North America,US,Ashburn,310,7.83
35.88.90.211,443,443,true,PDX,North America,US,Portland,254,7.83
3.142.213.37,443,443,true,IAD,North America,US,Ashburn,332,7.83
3.144.94.131,443,443,true,CMH,North America,US,Columbus,285,7.83
3.135.234.23,443,443,true,IAD,North America,US,Ashburn,340,7.83
34.221.155.82,443,443,true,PDX,North America,US,Portland,293,7.83
3.250.237.40,8080,443,true,DUB,Europe,IE,Dublin,271,7.82
3.141.165.43,443,443,true,IAD,North America,US,Ashburn,321,7.82
52.14.180.180,443,443,true,IAD,North America,US,Ashburn,394,7.82
3.142.124.18,443,443,true,CMH,North America,US,Columbus,353,7.81
18.222.61.136,443,443,true,IAD,North America,US,Ashburn,231,7.81
35.93.77.54,443,443,true,PDX,North America,US,Portland,227,7.81
3.13.196.41,443,443,true,IAD,North America,US,Ashburn,231,7.81
3.137.220.80,443,443,true,CMH,North America,US,Columbus,244,7.81
18.116.231.170,443,443,true,IAD,North America,US,Ashburn,358,7.81
3.127.251.229,2053,443,true,FRA,Europe,DE,Frankfurt,256,7.81
18.118.48.90,443,443,true,IAD,North America,US,Ashburn,358,7.81
3.129.73.234,443,443,true,IAD,North America,US,Ashburn,317,7.81
3.250.165.91,443,443,true,DUB,Europe,IE,Dublin,298,7.80
3.138.69.106,443,443,true,IAD,North America,US,Ashburn,431,7.80
18.237.245.40,443,443,true,PDX,North America,US,Portland,220,7.80
67.226.223.24,80,443,true,LHR,Europe,GB,London,167,7.79
3.137.194.251,443,443,true,IAD,North America,US,Ashburn,333,7.79
3.18.102.186,443,443,true,IAD,North America,US,Ashburn,426,7.79
3.21.134.89,8443,443,true,IAD,North America,US,Ashburn,315,7.79
16.16.123.136,443,443,true,CPH,Europe,DK,Copenhagen,334,7.79
3.16.13.153,443,443,true,IAD,North America,US,Ashburn,331,7.79
16.16.128.92,443,443,true,CPH,Europe,DK,Copenhagen,330,7.79
3.145.216.177,443,443,true,IAD,North America,US,Ashburn,245,7.79
44.199.245.123,443,443,true,IAD,North America,US,Ashburn,365,7.79
3.16.111.139,443,443,true,IAD,North America,US,Ashburn,325,7.78
54.170.159.51,443,443,true,DUB,Europe,IE,Dublin,259,7.78
16.16.110.200,443,443,true,CPH,Europe,DK,Copenhagen,340,7.78
3.144.248.206,443,443,true,CMH,North America,US,Columbus,260,7.78
44.242.229.73,443,443,true,PDX,North America,US,Portland,283,7.77
18.222.178.208,443,443,true,IAD,North America,US,Ashburn,237,7.77
35.90.202.3,443,443,true,PDX,North America,US,Portland,288,7.77
52.10.133.168,443,443,true,PDX,North America,US,Portland,312,7.77
3.134.115.165,443,443,true,IAD,North America,US,Ashburn,245,7.77
44.243.185.151,443,443,true,PDX,North America,US,Portland,329,7.77
34.222.92.117,443,443,true,PDX,North America,US,Portland,362,7.77
3.129.208.18,443,443,true,IAD,North America,US,Ashburn,273,7.77
3.144.228.97,443,443,true,IAD,North America,US,Ashburn,251,7.77
3.139.78.199,443,443,true,IAD,North America,US,Ashburn,326,7.76
3.145.30.73,443,443,true,IAD,North America,US,Ashburn,289,7.76
44.193.28.137,443,443,true,IAD,North America,US,Ashburn,257,7.76
3.127.251.229,443,443,true,FRA,Europe,DE,Frankfurt,309,7.76
44.243.73.64,443,443,true,PDX,North America,US,Portland,358,7.75
67.226.221.242,443,443,true,SJC,North America,US,San Jose,194,7.75
3.16.15.210,443,443,true,IAD,North America,US,Ashburn,328,7.75
18.117.219.21,443,443,true,IAD,North America,US,Ashburn,324,7.75
3.18.162.191,2096,443,true,ORD,North America,US,Chicago,243,7.75
3.139.60.46,443,443,true,IAD,North America,US,Ashburn,384,7.74
18.218.128.41,443,443,true,IAD,North America,US,Ashburn,269,7.74
3.142.213.248,443,443,true,IAD,North America,US,Ashburn,347,7.74
3.145.114.172,443,443,true,IAD,North America,US,Ashburn,242,7.74
3.16.46.157,443,443,true,IAD,North America,US,Ashburn,330,7.74
3.17.152.74,443,443,true,IAD,North America,US,Ashburn,325,7.73
52.59.155.27,443,443,true,FRA,Europe,DE,Frankfurt,326,7.73
18.217.225.241,443,443,true,IAD,North America,US,Ashburn,240,7.73
18.191.228.90,443,443,true,IAD,North America,US,Ashburn,366,7.73
3.149.254.165,443,443,true,CMH,North America,US,Columbus,352,7.73
34.220.194.102,443,443,true,PDX,North America,US,Portland,242,7.72
3.19.223.82,443,443,true,IAD,North America,US,Ashburn,435,7.72
18.222.177.88,443,443,true,IAD,North America,US,Ashburn,237,7.72
3.143.250.44,443,443,true,IAD,North America,US,Ashburn,370,7.72
52.41.44.162,443,443,true,PDX,North America,US,Portland,250,7.72
35.89.185.219,443,443,true,PDX,North America,US,Portland,302,7.72
54.71.150.191,443,443,true,SEA,North America,US,Seattle,330,7.72
34.211.174.85,443,443,true,PDX,North America,US,Portland,310,7.72
44.243.72.24,443,443,true,PDX,North America,US,Portland,318,7.72
44.195.19.75,443,443,true,IAD,North America,US,Ashburn,299,7.72
3.68.197.87,8080,443,true,FRA,Europe,DE,Frankfurt,320,7.71
3.96.207.148,443,443,true,YUL,North America,CA,Montréal,319,7.71
16.16.97.70,443,443,true,CPH,Europe,DK,Copenhagen,292,7.71
3.137.147.28,443,443,true,IAD,North America,US,Ashburn,370,7.71
3.141.24.200,443,443,true,IAD,North America,US,Ashburn,226,7.71
67.226.221.83,80,443,true,SJC,North America,US,San Jose,204,7.70
3.145.115.211,443,443,true,IAD,North America,US,Ashburn,376,7.70
3.138.188.144,443,443,true,IAD,North America,US,Ashburn,237,7.70
67.226.221.11,443,443,true,SJC,North America,US,San Jose,197,7.70
3.133.161.249,443,443,true,CMH,North America,US,Columbus,274,7.70
3.22.223.227,443,443,true,IAD,North America,US,Ashburn,432,7.70
18.118.145.61,443,443,true,IAD,North America,US,Ashburn,440,7.69
52.15.56.108,443,443,true,IAD,North America,US,Ashburn,364,7.69
44.244.40.9,443,443,true,SEA,North America,US,Seattle,291,7.69
34.211.174.85,443,443,true,PDX,North America,US,Portland,320,7.69
3.67.194.108,443,443,true,FRA,Europe,DE,Frankfurt,341,7.69
3.16.10.24,443,443,true,IAD,North America,US,Ashburn,278,7.69
3.148.103.211,443,443,true,IAD,North America,US,Ashburn,246,7.69
16.16.90.21,443,443,true,CPH,Europe,DK,Copenhagen,389,7.68
3.134.86.115,443,443,true,IAD,North America,US,Ashburn,260,7.68
18.220.25.140,443,443,true,IAD,North America,US,Ashburn,335,7.68
67.226.221.242,80,443,true,SJC,North America,US,San Jose,197,7.68
3.136.156.11,443,443,true,IAD,North America,US,Ashburn,323,7.68
3.21.28.58,443,443,true,IAD,North America,US,Ashburn,235,7.67
54.93.175.233,443,443,true,FRA,Europe,DE,Frankfurt,291,7.67
44.227.78.80,443,443,true,PDX,North America,US,Portland,234,7.67
3.22.164.65,443,443,true,IAD,North America,US,Ashburn,231,7.67
35.92.110.13,443,443,true,PDX,North America,US,Portland,234,7.67
3.144.157.52,443,443,true,IAD,North America,US,Ashburn,328,7.67
3.141.194.107,443,443,true,IAD,North America,US,Ashburn,288,7.67
3.139.78.199,443,443,true,IAD,North America,US,Ashburn,279,7.67
67.226.221.11,80,443,true,SJC,North America,US,San Jose,406,7.67
3.127.251.229,443,443,true,FRA,Europe,DE,Frankfurt,313,7.67
54.167.193.138,443,443,true,IAD,North America,US,Ashburn,406,7.67
18.118.28.56,443,443,true,CMH,North America,US,Columbus,305,7.67
54.165.232.82,443,443,true,IAD,North America,US,Ashburn,271,7.67
35.92.200.152,443,443,true,PDX,North America,US,Portland,252,7.67
16.16.70.61,443,443,true,CPH,Europe,DK,Copenhagen,334,7.67
52.15.35.124,443,443,true,IAD,North America,US,Ashburn,426,7.66
3.82.129.150,443,443,true,IAD,North America,US,Ashburn,421,7.66
67.226.221.44,80,443,true,SJC,North America,US,San Jose,199,7.66
54.190.156.147,8443,443,true,SEA,North America,US,Seattle,438,7.65
3.18.221.236,443,443,true,IAD,North America,US,Ashburn,251,7.65
54.148.160.47,443,443,true,PDX,North America,US,Portland,306,7.65
3.17.72.222,443,443,true,IAD,North America,US,Ashburn,249,7.65
3.139.68.63,443,443,true,IAD,North America,US,Ashburn,311,7.65
