IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.175.7.231,2082,80,false,MAD,Europe,Madrid,180,0.00
34.175.244.157,2053,80,false,MAD,Europe,Madrid,180,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,180,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,181,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,181,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,182,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,182,0.00
34.175.168.99,2087,80,false,MAD,Europe,Madrid,182,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,182,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,182,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,183,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,183,0.00
34.175.161.245,2083,80,false,MAD,Europe,Madrid,183,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,183,0.00
34.175.95.58,2052,80,false,MAD,Europe,Madrid,183,0.00
34.175.244.157,2052,80,false,MAD,Europe,Madrid,184,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,185,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,185,0.00
34.175.161.245,2053,80,false,MAD,Europe,Madrid,185,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,185,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,186,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,186,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,186,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,187,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,189,0.00
34.175.161.245,2087,80,false,MAD,Europe,Madrid,197,0.00
34.170.33.59,8080,80,false,ORD,North America,Chicago,206,0.00
35.225.207.21,80,80,false,ORD,North America,Chicago,208,0.00
34.135.226.181,80,80,false,ORD,North America,Chicago,208,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,209,0.00
35.239.252.197,80,80,false,ORD,North America,Chicago,209,0.00
35.188.87.85,80,8080,false,ORD,North America,Chicago,210,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
35.229.116.150,80,80,false,ATL,North America,Atlanta,220,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,662,0.00
