IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
144.21.50.66,443,443,true,FRA,Europe,DE,Frankfurt,234,1.17
84.235.161.63,443,443,true,FRA,Europe,DE,Frankfurt,238,1.17
84.235.163.117,443,443,true,FRA,Europe,DE,Frankfurt,245,1.16
89.168.90.183,443,443,true,FRA,Europe,DE,Frankfurt,239,1.13
152.67.205.104,443,443,true,SIN,Asia Pacific,SG,Singapore,244,1.11
152.70.95.208,443,443,true,SIN,Asia Pacific,SG,Singapore,262,1.11
130.162.175.216,443,443,true,FRA,Europe,DE,Frankfurt,286,1.11
143.47.181.198,443,443,true,FRA,Europe,DE,Frankfurt,247,1.10
130.162.162.173,443,443,true,FRA,Europe,DE,Frankfurt,224,1.10
152.67.220.82,443,443,true,SIN,Asia Pacific,SG,Singapore,296,1.08
141.147.114.193,443,443,true,FRA,Europe,DE,Frankfurt,277,1.08
64.110.77.199,443,443,true,SIN,Asia Pacific,SG,Singapore,270,1.08
151.145.79.194,443,443,true,SIN,Asia Pacific,SG,Singapore,245,1.07
152.70.99.188,443,443,true,SIN,Asia Pacific,SG,Singapore,263,1.07
129.80.4.166,443,443,true,IAD,North America,US,Ashburn,256,1.07
131.186.20.53,443,443,true,SIN,Asia Pacific,SG,Singapore,288,1.06
152.70.190.135,443,443,true,FRA,Europe,DE,Frankfurt,247,1.05
130.61.14.130,443,443,true,FRA,Europe,DE,Frankfurt,241,1.04
158.101.181.150,443,443,true,FRA,Europe,DE,Frankfurt,232,1.04
141.147.15.217,443,443,true,FRA,Europe,DE,Frankfurt,247,1.03
134.185.110.193,443,443,true,SIN,Asia Pacific,SG,Singapore,241,1.02
141.148.225.252,443,443,true,FRA,Europe,DE,Frankfurt,238,1.02
217.142.128.252,443,443,true,ICN,Asia Pacific,KR,Seoul,56,1.01
158.179.191.12,443,443,true,SIN,Asia Pacific,SG,Singapore,240,1.01
130.162.232.52,443,443,true,FRA,Europe,DE,Frankfurt,256,1.00
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,191,1.00
144.21.36.232,443,443,true,FRA,Europe,DE,Frankfurt,232,0.99
144.24.20.92,8443,443,true,LAX,North America,US,Los Angeles,201,0.99
141.147.65.50,443,443,true,FRA,Europe,DE,Frankfurt,279,0.99
138.3.253.61,443,443,true,FRA,Europe,DE,Frankfurt,293,0.99
132.226.15.185,443,443,true,SIN,Asia Pacific,SG,Singapore,229,0.96
140.238.95.44,443,443,true,FRA,Europe,DE,Frankfurt,248,0.96
143.47.232.130,443,443,true,FRA,Europe,DE,Frankfurt,238,0.95
144.24.173.56,443,443,true,FRA,Europe,DE,Frankfurt,231,0.95
64.181.233.163,2087,443,true,SJC,North America,US,San Jose,174,0.94
141.144.195.62,443,443,true,FRA,Europe,DE,Frankfurt,235,0.94
150.230.127.161,443,443,true,FRA,Europe,DE,Frankfurt,280,0.94
141.148.235.221,443,443,true,FRA,Europe,DE,Frankfurt,284,0.93
129.146.168.102,443,443,true,LAX,North America,US,Los Angeles,184,0.93
146.56.174.82,443,443,true,SIN,Asia Pacific,SG,Singapore,255,0.93
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,250,0.93
141.144.227.227,443,443,true,FRA,Europe,DE,Frankfurt,264,0.93
158.180.14.6,443,443,true,FRA,Europe,DE,Frankfurt,251,0.92
152.70.106.83,443,443,true,SIN,Asia Pacific,SG,Singapore,251,0.91
79.72.71.65,443,443,true,FRA,Europe,DE,Frankfurt,281,0.91
140.238.158.238,443,443,true,YYZ,North America,CA,Toronto,229,0.89
193.123.181.115,443,443,true,FRA,Europe,DE,Frankfurt,261,0.89
89.168.107.208,443,443,true,FRA,Europe,DE,Frankfurt,269,0.88
141.147.102.214,443,443,true,FRA,Europe,DE,Frankfurt,235,0.87
140.238.173.181,2053,443,true,ZRH,Europe,CH,Zurich,249,0.87
140.245.74.165,443,443,true,SIN,Asia Pacific,SG,Singapore,242,0.87
64.110.73.178,443,443,true,NRT,Asia Pacific,JP,Tokyo,267,0.87
84.235.167.152,443,443,true,FRA,Europe,DE,Frankfurt,265,0.87
141.148.243.242,443,443,true,FRA,Europe,DE,Frankfurt,297,0.87
193.123.187.69,443,443,true,FRA,Europe,DE,Frankfurt,264,0.87
140.238.44.176,443,443,true,SIN,Asia Pacific,SG,Singapore,237,0.87
79.76.119.219,443,443,true,FRA,Europe,DE,Frankfurt,247,0.86
141.148.228.92,443,443,true,FRA,Europe,DE,Frankfurt,276,0.86
130.162.242.90,443,443,true,FRA,Europe,DE,Frankfurt,285,0.85
129.151.198.3,2053,443,true,ARN,Europe,SE,Stockholm,259,0.85
193.123.180.202,443,443,true,FRA,Europe,DE,Frankfurt,271,0.84
141.147.45.29,443,443,true,FRA,Europe,DE,Frankfurt,238,0.83
141.147.2.52,443,443,true,FRA,Europe,DE,Frankfurt,249,0.81
204.216.105.106,8443,8443,true,YUL,North America,CA,Montréal,252,0.80
84.235.162.166,443,443,true,FRA,Europe,DE,Frankfurt,264,0.79
204.216.216.148,8443,443,true,MXP,Europe,IT,Milan,308,0.79
158.101.199.249,8443,443,true,AMS,Europe,NL,Amsterdam,220,0.78
152.67.155.13,443,443,true,FRA,Europe,DE,Frankfurt,252,0.78
84.8.150.232,443,443,true,FRA,Europe,DE,Frankfurt,235,0.77
146.56.162.45,443,443,true,SIN,Asia Pacific,SG,Singapore,275,0.77
89.168.97.140,443,443,true,FRA,Europe,DE,Frankfurt,245,0.76
79.72.92.228,443,443,true,FRA,Europe,DE,Frankfurt,245,0.76
158.101.74.44,443,443,true,SIN,Asia Pacific,SG,Singapore,236,0.75
129.154.59.19,443,443,true,SIN,Asia Pacific,SG,Singapore,243,0.75
141.147.66.65,443,443,true,FRA,Europe,DE,Frankfurt,287,0.75
141.144.254.131,443,443,true,FRA,Europe,DE,Frankfurt,296,0.74
130.162.238.75,443,443,true,FRA,Europe,DE,Frankfurt,291,0.74
141.144.205.140,443,443,true,FRA,Europe,DE,Frankfurt,246,0.74
168.138.178.83,443,443,true,SIN,Asia Pacific,SG,Singapore,259,0.74
140.245.72.17,443,443,true,SIN,Asia Pacific,SG,Singapore,239,0.73
146.56.137.17,443,443,true,SIN,Asia Pacific,SG,Singapore,266,0.73
129.154.49.200,443,443,true,SIN,Asia Pacific,SG,Singapore,258,0.73
144.24.179.226,443,443,true,FRA,Europe,DE,Frankfurt,230,0.72
140.245.90.189,443,443,true,LAX,North America,US,Los Angeles,171,0.72
150.230.252.227,443,443,true,SIN,Asia Pacific,SG,Singapore,242,0.72
158.101.217.107,443,443,true,FRA,Europe,DE,Frankfurt,277,0.72
130.162.163.251,443,443,true,FRA,Europe,DE,Frankfurt,323,0.71
152.70.49.115,443,443,true,AMS,Europe,NL,Amsterdam,228,0.71
141.144.198.96,443,443,true,FRA,Europe,DE,Frankfurt,280,0.71
150.230.22.240,443,443,true,FRA,Europe,DE,Frankfurt,310,0.69
84.235.160.84,443,443,true,FRA,Europe,DE,Frankfurt,251,0.69
129.154.58.9,443,443,true,SIN,Asia Pacific,SG,Singapore,247,0.69
141.147.84.78,443,443,true,FRA,Europe,DE,Frankfurt,284,0.69
144.21.32.141,443,443,true,FRA,Europe,DE,Frankfurt,280,0.68
130.162.155.184,443,443,true,SIN,Asia Pacific,SG,Singapore,261,0.68
141.147.105.151,443,443,true,FRA,Europe,DE,Frankfurt,283,0.67
144.24.188.142,443,443,true,FRA,Europe,DE,Frankfurt,277,0.67
129.153.14.183,443,443,true,IAD,North America,US,Ashburn,239,0.67
141.144.201.164,443,443,true,FRA,Europe,DE,Frankfurt,303,0.66
134.185.110.228,443,443,true,SIN,Asia Pacific,SG,Singapore,252,0.66
158.101.220.0,443,443,true,FRA,Europe,DE,Frankfurt,291,0.65
79.72.66.13,443,443,true,FRA,Europe,DE,Frankfurt,285,0.65
150.230.97.177,443,443,true,SIN,Asia Pacific,SG,Singapore,256,0.64
193.123.57.112,443,443,true,FRA,Europe,DE,Frankfurt,272,0.63
150.230.203.170,443,443,true,SIN,Asia Pacific,SG,Singapore,254,0.63
130.162.62.160,443,443,true,FRA,Europe,DE,Frankfurt,277,0.63
130.162.175.154,443,443,true,FRA,Europe,DE,Frankfurt,303,0.62
89.168.91.86,443,443,true,FRA,Europe,DE,Frankfurt,297,0.62
129.159.14.235,443,443,true,FRA,Europe,DE,Frankfurt,295,0.61
158.180.47.29,443,443,true,FRA,Europe,DE,Frankfurt,234,0.61
141.147.154.214,443,443,true,KIX,Asia Pacific,JP,Osaka,187,0.60
138.2.12.164,443,443,true,SIN,Asia Pacific,SG,Singapore,260,0.60
141.148.55.245,443,443,true,IAD,North America,US,Ashburn,236,0.60
158.179.163.42,443,443,true,SIN,Asia Pacific,SG,Singapore,247,0.60
138.2.109.91,443,443,true,SIN,Asia Pacific,SG,Singapore,258,0.59
130.61.203.115,2053,443,true,FRA,Europe,DE,Frankfurt,276,0.59
64.110.73.125,443,443,true,SIN,Asia Pacific,SG,Singapore,289,0.59
84.8.150.143,443,443,true,FRA,Europe,DE,Frankfurt,273,0.59
143.47.254.247,443,443,true,FRA,Europe,DE,Frankfurt,300,0.59
129.80.222.224,443,443,true,IAD,North America,US,Ashburn,246,0.59
150.230.22.141,443,443,true,FRA,Europe,DE,Frankfurt,284,0.58
138.2.134.194,443,443,true,FRA,Europe,DE,Frankfurt,226,0.58
158.101.210.109,443,443,true,FRA,Europe,DE,Frankfurt,271,0.58
79.72.90.156,443,443,true,FRA,Europe,DE,Frankfurt,276,0.58
144.21.35.159,443,443,true,FRA,Europe,DE,Frankfurt,281,0.58
155.248.164.176,443,443,true,SIN,Asia Pacific,SG,Singapore,255,0.57
152.70.62.26,443,443,true,FRA,Europe,DE,Frankfurt,287,0.57
140.238.123.26,443,443,true,FRA,Europe,DE,Frankfurt,299,0.57
138.3.254.39,443,443,true,FRA,Europe,DE,Frankfurt,231,0.57
158.101.223.78,443,443,true,FRA,Europe,DE,Frankfurt,272,0.56
130.61.23.77,443,443,true,FRA,Europe,DE,Frankfurt,266,0.56
129.159.206.126,443,443,true,FRA,Europe,DE,Frankfurt,292,0.56
141.147.8.82,443,443,true,FRA,Europe,DE,Frankfurt,283,0.56
130.162.167.58,443,443,true,FRA,Europe,DE,Frankfurt,275,0.56
141.144.245.159,443,443,true,FRA,Europe,DE,Frankfurt,281,0.56
146.56.134.111,443,443,true,SIN,Asia Pacific,SG,Singapore,259,0.55
143.47.176.164,443,443,true,FRA,Europe,DE,Frankfurt,307,0.54
143.47.180.61,443,443,true,FRA,Europe,DE,Frankfurt,287,0.54
141.148.240.72,443,443,true,FRA,Europe,DE,Frankfurt,274,0.53
140.238.173.181,8443,443,true,ZRH,Europe,CH,Zurich,241,0.53
141.147.29.15,443,443,true,FRA,Europe,DE,Frankfurt,281,0.52
158.180.230.4,2053,443,true,MXP,Europe,IT,Milan,283,0.52
130.162.172.79,443,443,true,FRA,Europe,DE,Frankfurt,281,0.52
158.180.65.180,443,443,true,SIN,Asia Pacific,SG,Singapore,264,0.51
141.147.94.0,443,443,true,FRA,Europe,DE,Frankfurt,284,0.51
79.76.121.142,443,443,true,FRA,Europe,DE,Frankfurt,285,0.51
158.101.217.29,443,443,true,FRA,Europe,DE,Frankfurt,280,0.51
141.144.251.65,443,443,true,FRA,Europe,DE,Frankfurt,302,0.50
132.145.236.185,443,443,true,FRA,Europe,DE,Frankfurt,301,0.50
168.138.141.235,2053,443,true,GRU,South America,BR,São Paulo,330,0.50
129.146.171.186,8443,443,true,LAX,North America,US,Los Angeles,187,0.48
152.70.52.107,443,443,true,FRA,Europe,DE,Frankfurt,274,0.48
129.159.143.171,2053,443,true,TLV,Middle East,IL,Tel Aviv,289,0.48
167.234.221.73,443,443,true,SJC,North America,US,San Jose,169,0.48
152.70.103.226,443,443,true,SIN,Asia Pacific,SG,Singapore,266,0.48
89.168.110.75,443,443,true,FRA,Europe,DE,Frankfurt,275,0.48
130.162.221.29,443,443,true,FRA,Europe,DE,Frankfurt,272,0.48
158.180.230.4,8443,443,true,MXP,Europe,IT,Milan,278,0.47
158.180.30.192,443,443,true,FRA,Europe,DE,Frankfurt,288,0.45
193.123.33.54,443,443,true,FRA,Europe,DE,Frankfurt,287,0.44
158.180.41.39,443,443,true,FRA,Europe,DE,Frankfurt,280,0.44
158.180.15.112,443,443,true,FRA,Europe,DE,Frankfurt,247,0.43
141.147.164.243,443,443,true,SIN,Asia Pacific,SG,Singapore,255,0.43
144.24.169.81,8443,443,true,FRA,Europe,DE,Frankfurt,279,0.42
64.110.70.58,443,443,true,SIN,Asia Pacific,SG,Singapore,274,0.42
138.2.155.72,443,443,true,FRA,Europe,DE,Frankfurt,273,0.42
132.145.54.84,2053,443,true,LHR,Europe,GB,London,233,0.41
141.147.66.182,443,443,true,FRA,Europe,DE,Frankfurt,285,0.41
138.2.21.48,443,443,true,SIN,Asia Pacific,SG,Singapore,253,0.38
144.24.67.85,443,443,true,SIN,Asia Pacific,SG,Singapore,258,0.38
144.22.252.124,443,443,true,GRU,South America,BR,São Paulo,367,0.38
132.145.227.106,443,443,true,FRA,Europe,DE,Frankfurt,286,0.37
130.162.171.144,443,443,true,FRA,Europe,DE,Frankfurt,231,0.37
193.123.57.223,443,443,true,FRA,Europe,DE,Frankfurt,300,0.37
141.147.72.213,443,443,true,FRA,Europe,DE,Frankfurt,315,0.37
143.47.179.128,443,443,true,FRA,Europe,DE,Frankfurt,296,0.36
144.21.34.177,443,443,true,FRA,Europe,DE,Frankfurt,300,0.36
144.21.63.165,443,443,true,FRA,Europe,DE,Frankfurt,301,0.36
129.159.206.172,443,443,true,FRA,Europe,DE,Frankfurt,281,0.36
150.230.173.97,443,443,true,IAD,North America,US,Ashburn,243,0.36
79.72.76.109,2053,443,true,LHR,Europe,GB,London,288,0.36
150.230.146.170,2053,443,true,FRA,Europe,DE,Frankfurt,286,0.35
193.123.37.116,443,443,true,FRA,Europe,DE,Frankfurt,309,0.34
129.159.29.177,443,443,true,FRA,Europe,DE,Frankfurt,283,0.33
158.101.75.63,443,443,true,SIN,Asia Pacific,SG,Singapore,266,0.33
129.80.124.114,443,443,true,IAD,North America,US,Ashburn,239,0.32
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,270,0.32
152.70.29.143,443,443,true,FRA,Europe,DE,Frankfurt,231,0.32
129.159.222.173,443,443,true,FRA,Europe,DE,Frankfurt,267,0.32
129.151.204.91,443,443,true,ARN,Europe,SE,Stockholm,300,0.32
152.70.52.44,443,443,true,FRA,Europe,DE,Frankfurt,248,0.32
158.178.148.69,443,443,true,FRA,Europe,DE,Frankfurt,233,0.31
146.235.59.153,8443,443,true,GRU,South America,BR,São Paulo,360,0.31
84.8.147.85,443,443,true,FRA,Europe,DE,Frankfurt,307,0.31
158.178.156.30,443,443,true,FRA,Europe,DE,Frankfurt,281,0.31
158.178.158.230,443,443,true,FRA,Europe,DE,Frankfurt,285,0.31
143.47.176.22,443,443,true,FRA,Europe,DE,Frankfurt,293,0.30
141.147.61.116,8443,443,true,FRA,Europe,DE,Frankfurt,248,0.30
144.21.38.203,443,443,true,FRA,Europe,DE,Frankfurt,241,0.28
141.144.201.39,443,443,true,FRA,Europe,DE,Frankfurt,240,0.28
141.147.66.170,443,443,true,FRA,Europe,DE,Frankfurt,294,0.28
158.178.144.101,443,443,true,FRA,Europe,DE,Frankfurt,234,0.27
158.101.206.193,443,443,true,FRA,Europe,DE,Frankfurt,287,0.26
150.230.20.156,8443,443,true,AMS,Europe,NL,Amsterdam,308,0.25
130.162.35.32,443,443,true,FRA,Europe,DE,Frankfurt,263,0.24
141.144.204.254,443,443,true,FRA,Europe,DE,Frankfurt,289,0.24
141.148.227.193,443,443,true,FRA,Europe,DE,Frankfurt,229,0.23
130.162.220.206,443,443,true,FRA,Europe,DE,Frankfurt,288,0.22
141.147.6.254,443,443,true,FRA,Europe,DE,Frankfurt,240,0.22
79.76.45.137,2053,443,true,ARN,Europe,SE,Stockholm,308,0.21
89.168.43.31,2053,443,true,CDG,Europe,FR,Paris,238,0.21
158.101.223.210,443,443,true,FRA,Europe,DE,Frankfurt,236,0.21
79.72.92.200,443,443,true,FRA,Europe,DE,Frankfurt,238,0.20
141.144.200.111,443,443,true,FRA,Europe,DE,Frankfurt,283,0.20
138.2.121.99,443,443,true,ICN,Asia Pacific,KR,Seoul,213,0.20
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,237,0.20
130.162.224.77,443,443,true,FRA,Europe,DE,Frankfurt,250,0.18
84.235.173.113,443,443,true,FRA,Europe,DE,Frankfurt,249,0.18
158.101.212.249,443,443,true,FRA,Europe,DE,Frankfurt,301,0.17
140.245.81.166,443,443,true,SIN,Asia Pacific,SG,Singapore,256,0.16
143.47.184.243,443,443,true,FRA,Europe,DE,Frankfurt,272,0.16
193.123.61.59,443,443,true,FRA,Europe,DE,Frankfurt,230,0.16
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,243,0.15
141.147.116.102,443,443,true,FRA,Europe,DE,Frankfurt,242,0.15
68.233.127.163,8443,443,true,YUL,North America,CA,Montréal,236,0.13
141.144.253.228,443,443,true,FRA,Europe,DE,Frankfurt,276,0.13
146.235.59.153,2053,443,true,GRU,South America,BR,São Paulo,354,0.12
132.145.94.80,443,443,true,ICN,Asia Pacific,KR,Seoul,70,0.10
141.147.118.117,443,443,true,FRA,Europe,DE,Frankfurt,276,0.09
129.159.84.71,443,443,true,IAD,North America,US,Ashburn,243,0.08
155.248.187.211,443,443,true,NRT,Asia Pacific,JP,Tokyo,120,0.04
204.216.216.148,2053,443,true,MXP,Europe,IT,Milan,304,0.03
132.226.163.224,8443,443,true,GRU,South America,BR,São Paulo,393,0.02
129.154.210.241,443,443,true,ICN,Asia Pacific,KR,Seoul,65,0.00
158.180.14.231,443,443,true,FRA,Europe,DE,Frankfurt,273,0.00
193.123.235.59,443,0,true,ICN,Asia Pacific,KR,Seoul,56,0.00
146.56.117.62,443,443,true,ICN,Asia Pacific,KR,Seoul,132,0.00
168.138.178.31,443,443,true,SIN,Asia Pacific,SG,Singapore,259,0.00
138.3.218.212,443,443,true,SIN,Asia Pacific,SG,Singapore,241,0.00
